Permit Number,Permit Series,Permit Type,Permit Status,Issue Date,Valid To,House Number,On Street,From Street,To Street,Permittee Name,Permit Purpose,Location (WKT) 
Q042016028A09,SIDEWALK CONSTRUCTION PERMIT,REPAIR SIDEWALK,ACTIVE,01/28/2016,03/11/2016,39-27,  60 LANE,  60 AVENUE,  60 ROAD,HOMEOWNER, HOMEOWNER REPAIR OF EXISTING CONCRETE SIDEWALK AND PATCH CURB UP TO 20' AS NEEDED TO CLEAR VIOLATION # 74368,"LINESTRING (1010945.8514000028 200420.51479999721, 1010998.2298000008 200175.65320000052)"
Q042016028A08,SIDEWALK CONSTRUCTION PERMIT,REPAIR SIDEWALK,ACTIVE,01/28/2016,03/11/2016,60-66,  60 AVENUE,  60 LANE,  61 STREET,HOMEOWNER, HOMEOWNER REPAIR OF EXISTING CONCRETE SIDEWALK AND PATCH CURB UP TO 20' AS NEEDED TO CLEAR VIOLATION # 74368,"LINESTRING (1010945.8514000028 200420.51479999721, 1011198.6034000069 200464.99959999323)"
Q042016028A07,SIDEWALK CONSTRUCTION PERMIT,CONSTRUCT NEW SIDEWALK BLG. PAVEMENT,ACTIVE,01/28/2016,03/01/2016,60-66,UNION TURNPIKE, 175 STREET, 176 STREET,TAN DEVELOPMENT LLC, NEW CONCRETE SIDEWALK AS PER BPP 420070897,"LINESTRING (1041289.4642000049 203474.74099999666, 1041536.1764000058 203585.0719999969)"
Q042016028A06,SIDEWALK CONSTRUCTION PERMIT,CONSTRUCT NEW SIDEWALK BLG. PAVEMENT,ACTIVE,01/28/2016,03/01/2016,76-54, 176 STREET,  77 ROAD,UNION TURNPIKE,TAN DEVELOPMENT LLC, NEW CONCRETE SIDEWALK AS PER BPP 420070897,"LINESTRING (1041478.076000005 203948.07660000026, 1041529.2996000051 203605.22300000489, 1041536.1764000058 203585.0719999969)"
Q042016028A05,SIDEWALK CONSTRUCTION PERMIT,REPLACE SIDEWALK,ACTIVE,01/28/2016,02/26/2016,131-45, 227 STREET, 131 AVENUE, 133 AVENUE,SINGLA CONCEPTS INC., ,"LINESTRING (1056051.0418000072 187297.77899999917, 1055705.835800007 186477.59700000286)"
Q042016028A04,SIDEWALK CONSTRUCTION PERMIT,CONSTRUCT NEW SIDEWALK,ACTIVE,01/28/2016,02/29/2016,258 ,BEACH  130 STREET,NEWPORT AVENUE,ROCKAWAY BEACH BOULEVARD,MALBRO INC., Construct New Sidewalk BPP 0420956488,"LINESTRING (1026250.6234000027 149032.4728000015, 1025944.0983999968 149724.1643999964)"
Q042016028A03,SIDEWALK CONSTRUCTION PERMIT,REPAIR SIDEWALK,ACTIVE,01/28/2016,02/26/2016,144-10,NEWPORT AVENUE,BEACH  144 STREET,BEACH  145 STREET,TRIBORO WATER MAIN AND SEWER CORP., repair sidewalk,"LINESTRING (1022743.1174000055 148308.58660000563, 1022513.751000002 148208.62279999256, 1022487.2812000066 148196.69380000234)"
Q042016028A02,SIDEWALK CONSTRUCTION PERMIT,REPAIR SIDEWALK,ACTIVE,01/28/2016,02/27/2016,37-46,  93 STREET,ELMHURST AVENUE,ROOSEVELT AVENUE,HOMEOWNER, ,"LINESTRING (1019157.6193999946 212697.63560000062, 1019244.6928000003 212079.79240000248)"
Q042016028A01,SIDEWALK CONSTRUCTION PERMIT,CONSTRUCT NEW SIDEWALK BLG. PAVEMENT,ACTIVE,01/28/2016,03/07/2016,1825,PALMETTO STREET,NYCTA SUBWAY,ONDERDONK AVENUE,J&C BOINIM CORP., ,"LINESTRING (1010101.9914000034 195672.37479999661, 1009972.0056000054 195505.34460000694, 1009845.4534000009 195342.72660000622)"
Q042016028A00,SIDEWALK CONSTRUCTION PERMIT,REPAIR SIDEWALK,ACTIVE,01/28/2016,02/26/2016,150-44,  12 ROAD, 150 STREET,CLINTONVILLE STREET,TRIBORO WATER MAIN AND SEWER CORP., repair sidewalk,"LINESTRING (1035704.0949999988 227071.54999999702, 1036335.7603999972 227265.02400000393)"
Q042016027A08,SIDEWALK CONSTRUCTION PERMIT,REPAIR SIDEWALK,ACTIVE,01/27/2016,02/25/2016,150-44,CAFFREY AVENUE,BEACH    9 STREET,BEND,"MOON CONSTRUCTION, INC.", ,"LINESTRING (1055503.3330000043 158784.29700000584, 1054948.0978000015 158687.60099999607, 1054622.6032000035 158627.89959999919)"
Q042016027A07,SIDEWALK CONSTRUCTION PERMIT,REPAIR SIDEWALK,ACTIVE,01/27/2016,02/25/2016,707,BEACH    9 STREET,CAFFREY AVENUE,DORIAN COURT,"MOON CONSTRUCTION, INC.", ,"LINESTRING (1054880.6112000048 158957.63639999926, 1054889.8434000015 158920.69099999964, 1054948.0978000015 158687.60099999607)"
Q042016027A04,SIDEWALK CONSTRUCTION PERMIT,REPLACE SIDEWALK,ACTIVE,01/27/2016,02/23/2016,19-14,  81 STREET,  19 AVENUE,  21 AVENUE,MNR GROUP INC., Replace sidewalk and patch curb 20',"LINESTRING (1014877.0735999942 220937.60559999943, 1014984.3437999934 220161.82320000231)"
Q042016027A03,SIDEWALK CONSTRUCTION PERMIT,REPLACE SIDEWALK,ACTIVE,01/27/2016,02/26/2016,108-18,  66 ROAD, 108 STREET, 110 STREET,JM CONTRACTORS (NY) INC., REPLACE EXISTING CONCRETE SIDEWALK AND PATCH CURB UP TO 20' AS NEEDED ,"LINESTRING (1026406.9713999927 205132.99220000207, 1026996.868599996 205368.309799999)"
Q042016027A02,SIDEWALK CONSTRUCTION PERMIT,CONSTRUCT NEW SIDEWALK BLG. PAVEMENT,ACTIVE,01/27/2016,02/25/2016,108-18, 156 STREET,BARCLAY AVENUE,SANFORD AVENUE,WINDSTAR CONSTRUCTION CORP., NEW CONCRETE SIDEWALK AS PER BPP 420835387,"LINESTRING (1037046.0346000046 216962.80400000513, 1037019.5843999982 216696.18719999492)"
Q042016027A01,SIDEWALK CONSTRUCTION PERMIT,CONSTRUCT NEW SIDEWALK BLG. PAVEMENT,ACTIVE,01/27/2016,02/25/2016,108-18,BARCLAY AVENUE, 156 STREET,MURRAY STREET,WINDSTAR CONSTRUCTION CORP., NEW CONCRETE SIDEWALK AS PER BPP 420835387,"LINESTRING (1037046.0346000046 216962.80400000513, 1036616.1731999964 217005.95360000432, 1036217.8964000046 216961.15700000525)"
Q042016026A06,SIDEWALK CONSTRUCTION PERMIT,REPLACE SIDEWALK,ACTIVE,01/26/2016,03/07/2016,108-18,  37 STREET,REVIEW AVENUE,STARR AVENUE,LONG ISLAND CONCRETE INC., replace sidewalk,"LINESTRING (1002024.0944000036 206824.76780000329, 1001593.3571999967 206612.07700000703)"
Q042016026A05,SIDEWALK CONSTRUCTION PERMIT,REPAIR SIDEWALK,ACTIVE,01/26/2016,02/25/2016,120-32, 201 PLACE, 120 AVENUE,BEND,SEGA CONTRACTING CORPORATION, REPAIR OF EXISTING CONCRETE SIDEWALK ,"LINESTRING (1053920.3506000042 191119.38220000267, 1054077.2433999926 190823.13279999793)"
Q042016026A04,SIDEWALK CONSTRUCTION PERMIT,REPLACE SIDEWALK,ACTIVE,01/26/2016,02/20/2016,147-25,SANFORD AVENUE, 147 STREET, 149 STREET,AARCO ENVIRONMENTAL SERVICES CORP., ,"LINESTRING (1034867.0134000033 216136.22439999878, 1035476.270600006 216354.66879999638)"
Q042016026A03,SIDEWALK CONSTRUCTION PERMIT,REPAIR SIDEWALK,ACTIVE,01/26/2016,03/01/2016,147-25,SPRINGFIELD BOULEVARD, 142 ROAD,EDGEWOOD AVENUE,"WILLIAM A.GROSS CONSTRUCTION ASSOCIATES, INC.", To install 300 ft of temporary construction chain link fence on concrete sidewalk 5ft outside property line.,"LINESTRING (1051815.8962000012 183347.85259999335, 1051748.2389999926 183016.90520000458)"
Q042016026A02,SIDEWALK CONSTRUCTION PERMIT,REPAIR SIDEWALK,ACTIVE,01/26/2016,03/01/2016,147-25,SPRINGFIELD BOULEVARD,EDGEWOOD AVENUE,LONG ISLAND RAILROAD,"WILLIAM A.GROSS CONSTRUCTION ASSOCIATES, INC.", To install 300 LF of temporary construction chain link fence on concrete sidewalk 5ft outside property line.,"LINESTRING (1051823.816200003 183605.28659999371, 1051815.8962000012 183347.85259999335)"
Q042016026A01,SIDEWALK CONSTRUCTION PERMIT,REPAIR SIDEWALK,ACTIVE,01/26/2016,02/24/2016,32-39,  78 STREET,  32 AVENUE,NORTHERN BOULEVARD,HOMEOWNER, ,"LINESTRING (1014870.9679999948 215198.20780000091, 1014887.7559999973 215077.24680000544, 1014956.7914000005 214579.8069999963, 1014978.2675999999 214425.07299999893)"
Q042016026A00,SIDEWALK CONSTRUCTION PERMIT,REPAIR SIDEWALK,ACTIVE,01/26/2016,03/09/2016,59-11,  69 LANE,  60 AVENUE,CALDWELL AVENUE,HOMEOWNER, CORRECT DEFECT,"LINESTRING (1014236.0217999965 203161.12939999998, 1014624.1050000042 202524.77240000665)"
Q042016022A09,SIDEWALK CONSTRUCTION PERMIT,REPAIR SIDEWALK,ACTIVE,01/22/2016,02/23/2016,99-52,  64 ROAD,POWER ROAD, 102 STREET, FLORES LANDSCAPING & CONSTRUCTION, BLOCK: 2114 LOT: 31 VIOLATION: 74258 -- REPAIR SIDEWALK AND CURB AS NEEDED,"LINESTRING (1024919.4777999967 205665.28440000117, 1024550.5217999965 205519.54320000112, 1024184.1086000055 205374.80599999428)"
Q042016022A08,SIDEWALK CONSTRUCTION PERMIT,REPAIR SIDEWALK,ACTIVE,01/22/2016,02/23/2016,99-50,  64 ROAD,POWER ROAD, 102 STREET, FLORES LANDSCAPING & CONSTRUCTION, BLOCK: 2114 LOT: 30 VIOLATION: 74257 -- REPAIR SIDEWALK AND CURB AS NEEDED,"LINESTRING (1024919.4777999967 205665.28440000117, 1024550.5217999965 205519.54320000112, 1024184.1086000055 205374.80599999428)"
Q042016022A07,SIDEWALK CONSTRUCTION PERMIT,REPLACE SIDEWALK,ACTIVE,01/22/2016,02/23/2016,99-50,  95 AVENUE, 120 STREET,LEFFERTS BOULEVARD,VECTOR INDUSTRIES CORP., Replace Sidewalk in Connection With Replacement of Sewer Line,"LINESTRING (1032173.0773999989 191573.28560000658, 1032460.3056000024 191683.27539999783)"
Q042016022A06,SIDEWALK CONSTRUCTION PERMIT,CONSTRUCT NEW SIDEWALK BLG. PAVEMENT,ACTIVE,01/22/2016,02/20/2016,425,BEACH  133 STREET,CRONSTON AVENUE,NEWPORT AVENUE,DYR-EX GENERAL CONTRACTING INC., new sidewalk for bpp,"LINESTRING (1025258.5388000011 149420.67100000381, 1024955.3799999952 150106.93919999897)"
Q042016022A03,SIDEWALK CONSTRUCTION PERMIT,REPAIR SIDEWALK,ACTIVE,01/22/2016,03/05/2016,133-03,  95 AVENUE, 133 STREET, 134 STREET,HOMEOWNER, HOMEOWNER REPAIR OF EXISTING CONCRETE SIDEWALK TO CLEAR VIOLATION,"LINESTRING (1035353.6495999992 192769.92020000517, 1035588.4389999956 192857.78740000725)"
Q042016022A02,SIDEWALK CONSTRUCTION PERMIT,REPAIR SIDEWALK,ACTIVE,01/22/2016,02/23/2016,2632,SKILLMAN AVENUE,  27 STREET,  47 AVENUE,GLOBAL GROUP INDUSTRIES CORPORATION, Repair Sidewalk,"LINESTRING (1000393.4285999984 210289.94679999352, 1000788.316200003 210488.89980000257)"
Q042016022A01,SIDEWALK CONSTRUCTION PERMIT,REPAIR SIDEWALK,ACTIVE,01/22/2016,02/18/2016,2632, 134 STREET,  97 AVENUE, 101 AVENUE,JRS CONSTRUCTION & EXPEDITING SERVICES INC., repair sidewalk,"LINESTRING (1035751.9492000043 192421.64659999311, 1035919.4127999991 191974.78720000386)"
Q042016022A00,SIDEWALK CONSTRUCTION PERMIT,REPAIR SIDEWALK,ACTIVE,01/22/2016,02/18/2016,133-17, 101 AVENUE, 133 STREET, 134 STREET,JRS CONSTRUCTION & EXPEDITING SERVICES INC., Repair Sidewalk,"LINESTRING (1035685.2039999962 191887.6317999959, 1035919.4127999991 191974.78720000386)"
Q042016021A03,SIDEWALK CONSTRUCTION PERMIT,REPAIR SIDEWALK,ACTIVE,01/21/2016,02/19/2016,133-24,FRANCIS LEWIS BOULEVARD, 133 AVENUE,MERRICK BOULEVARD,HOMEOWNER, HOMEOWNER REPAIR OF EXISTING CONCRETE SIDEWALK TO CLEAR VIOLATION # 71895,"LINESTRING (1056682.7794000059 186066.06239999831, 1056591.5263999999 185839.62899999321, 1056503.8721999973 185637.02779999375, 1056497.3335999995 185617.625, 1056495.4472000003 185601.22400000691)"
Q042016021A01,SIDEWALK CONSTRUCTION PERMIT,REPAIR SIDEWALK,ACTIVE,01/21/2016,02/23/2016,107-13,  37 DRIVE, 107 STREET, 108 STREET,HOMEOWNER, HOMEOWNER REPAIR OF EXISTING CONCRETE SIDEWALK AND PATCH CURB UP TO 20' AS NEEDED TO CORRECT VIOLATION # 74335,"LINESTRING (1022745.9257999957 213571.52480000257, 1023039.9508000016 213686.78059999645)"
Q042016021A00,SIDEWALK CONSTRUCTION PERMIT,REPAIR SIDEWALK,ACTIVE,01/21/2016,02/25/2016,18-13, 125 STREET,  18 AVENUE,  20 AVENUE,HOMEOWNER, ,"LINESTRING (1027693.8816000074 224665.79039999843, 1027670.7451999933 224106.07700000703)"
Q042016020A05,SIDEWALK CONSTRUCTION PERMIT,CONSTRUCT NEW SIDEWALK BLG. PAVEMENT,ACTIVE,01/20/2016,02/18/2016,18-13,CRANE STREET,DEAD END,JACKSON AVENUE,"TRITON CONSTRUCTION COMPANY, LLC", BPP# 420648080,"LINESTRING (999062.53880000114 210876.19900000095, 999324.12960000336 210376.71500000358)"
Q042016020A03,SIDEWALK CONSTRUCTION PERMIT,REPAIR SIDEWALK,ACTIVE,01/20/2016,02/19/2016,140-31, 159 STREET, 140 AVENUE,NORTH CONDUIT AVENUE,TAN DEVELOPMENT LLC, ,"LINESTRING (1046302.9350000024 183291.48800000548, 1046358.1907999963 182669.97339999676)"
Q042016020A02,SIDEWALK CONSTRUCTION PERMIT,REPAIR SIDEWALK,ACTIVE,01/20/2016,02/23/2016,90-14,  91 AVENUE,  90 STREET,  91 STREET,HOMEOWNER, HOMEOWNER REPAIR OF EXISTING CONCRETE SIDEWALK TO CLEAR VIOLATION # 71791,"LINESTRING (1024958.7329999954 190312.15600000322, 1025205.3630000055 190405.16120000184)"
Q042016020A01,SIDEWALK CONSTRUCTION PERMIT,REPAIR SIDEWALK,ACTIVE,01/20/2016,02/19/2016,18-39, 125 STREET,  18 AVENUE,  20 AVENUE,HOMEOWNER, REPAIR EXISTING CONCRETE SIDEWALK TO CORRECT VIOLATION # 73150,"LINESTRING (1027693.8816000074 224665.79039999843, 1027670.7451999933 224106.07700000703)"
Q042016020A00,SIDEWALK CONSTRUCTION PERMIT,REPAIR SIDEWALK,ACTIVE,01/20/2016,03/03/2016,134-40,GUY R BREWER BOULEVARD, 134 AVENUE, 137 AVENUE,NY LANDMARKS GEN.CONSTRUCTION CORP., REPAIR EXISTING CONCRETE SIDEWALK TO CORRECT VIOLATION # 74393,"LINESTRING (1046476.7372000068 184689.27699999511, 1046781.2673999965 184161.82080000639, 1046804.315200001 184121.90299999714)"
Q042016019A10,SIDEWALK CONSTRUCTION PERMIT,CONSTRUCT NEW SIDEWALK BLG. PAVEMENT,ACTIVE,01/19/2016,02/20/2016,43-40,  57 AVENUE,  43 STREET,DEAD END,"FULLER DEVELOPMENT COMPANY, INC.", QP-04-1004,"LINESTRING (1004597.2919999957 204445.07760000229, 1004701.7148000002 204400.78319999576, 1004805.0923999995 204354.10150000453, 1004907.3701999933 204305.05719999969, 1005008.4942000061 204253.67610000074, 1005108.4111000001 204199.98530000448, 1005207.0682000071 204144.01319999993)"
Q042016019A09,SIDEWALK CONSTRUCTION PERMIT,REPAIR SIDEWALK,ACTIVE,01/19/2016,02/17/2016,43-40, 205 STREET,LINDEN BOULEVARD,,"BD DEVELOPMENT, LLC", Repair sidewalk ,"MULTIPOINT ((1054282.2594999969 192865.33349999785), (1054199.8974999934 192835.26430000365))"
Q042016019A08,SIDEWALK CONSTRUCTION PERMIT,REPAIR SIDEWALK,ACTIVE,01/19/2016,02/17/2016,205-02,LINDEN BOULEVARD, 205 STREET,FRANCIS LEWIS BOULEVARD,"BD DEVELOPMENT, LLC", Repair sidewalk ,"LINESTRING (1054632.9772000015 192994.41120000184, 1054614.3682000041 192987.51479999721, 1054282.2593999952 192865.33339999616, 1054199.8974000067 192835.26440000534)"
Q042016019A07,SIDEWALK CONSTRUCTION PERMIT,REPAIR SIDEWALK,ACTIVE,01/19/2016,02/17/2016,6832,MYRTLE AVENUE,  68 PLACE,  69 STREET,ABACUS BUILDING INNOVATIONS INC., Repair sidewalk to comply with violation #74298,"LINESTRING (1016483.9076000005 194947.76019999385, 1016740.400000006 194974.96480000019)"
Q042016019A06,SIDEWALK CONSTRUCTION PERMIT,REPAIR SIDEWALK,ACTIVE,01/19/2016,02/17/2016,6832,  69 STREET,COOPER AVENUE,MYRTLE AVENUE,ABACUS BUILDING INNOVATIONS INC., Repair sidewalk to comply with violation #74298,"LINESTRING (1016740.400000006 194974.96480000019, 1016812.3551999927 194742.16680000722, 1016843.5427999943 194641.26479999721)"
Q042016019A05,SIDEWALK CONSTRUCTION PERMIT,REPLACE SIDEWALK,ACTIVE,01/19/2016,02/17/2016,37-53,  64 STREET,  37 AVENUE,  39 AVENUE,Z.M BEST CONSTRUCTION INC, REPLACE EXISTING CONCRETE SIDEWALK AND PATCH CURB UP TO 20' AS NEEDED ,"LINESTRING (1012288.5258000046 212073.31260000169, 1012006.9844000041 211244.0393999964)"
Q042016019A04,SIDEWALK CONSTRUCTION PERMIT,REPLACE SIDEWALK,ACTIVE,01/19/2016,02/17/2016,37-59,  64 STREET,  37 AVENUE,  39 AVENUE,Z.M BEST CONSTRUCTION INC, REPLACE EXISTING CONCRETE SIDEWALK AND PATCH CURB UP TO 20' AS NEEDED ,"LINESTRING (1012288.5258000046 212073.31260000169, 1012006.9844000041 211244.0393999964)"
Q042016019A03,SIDEWALK CONSTRUCTION PERMIT,REPAIR SIDEWALK,ACTIVE,01/19/2016,02/17/2016,150-90,VILLAGE ROAD,BEND,BEND,NEW YORK PLUMBING-HEATING-COOLING CORP., REPAIR SIDEWALK IN FRONT OF ADDRESS,"MULTILINESTRING ((1037417.0082000047 200472.98839999735, 1037244.8923999965 200551.13459999859, 1036921.3706 200537.60240000486, 1036917.5664000064 200515.7675999999, 1036908.2877999991 200492.72360000014, 1036892.8969999999 200471.00439999998), (1035777.3067999929 200370.27879999578, 1035786.6309999973 200364.01240000129, 1035798.9210000038 200362.15539999306, 1035810.7383999974 200365.99400000274, 1035818.9143999964 200373.70059999824))"
Q042016019A02,SIDEWALK CONSTRUCTION PERMIT,REPAIR SIDEWALK,ACTIVE,01/19/2016,02/17/2016,150-76,VILLAGE ROAD,BEND,BEND,NEW YORK PLUMBING-HEATING-COOLING CORP., REPAIR SIDEWALK IN FRONT OF ADDRESS,"MULTILINESTRING ((1037417.0082000047 200472.98839999735, 1037244.8923999965 200551.13459999859, 1036921.3706 200537.60240000486, 1036917.5664000064 200515.7675999999, 1036908.2877999991 200492.72360000014, 1036892.8969999999 200471.00439999998), (1035777.3067999929 200370.27879999578, 1035786.6309999973 200364.01240000129, 1035798.9210000038 200362.15539999306, 1035810.7383999974 200365.99400000274, 1035818.9143999964 200373.70059999824))"
Q042016019A01,SIDEWALK CONSTRUCTION PERMIT,REPAIR SIDEWALK,ACTIVE,01/19/2016,02/17/2016,150-72,VILLAGE ROAD,BEND,BEND,NEW YORK PLUMBING-HEATING-COOLING CORP., REPAIR SIDEWALK IN FRONT OF ADDRESS,"MULTILINESTRING ((1037417.0082000047 200472.98839999735, 1037244.8923999965 200551.13459999859, 1036921.3706 200537.60240000486, 1036917.5664000064 200515.7675999999, 1036908.2877999991 200492.72360000014, 1036892.8969999999 200471.00439999998), (1035777.3067999929 200370.27879999578, 1035786.6309999973 200364.01240000129, 1035798.9210000038 200362.15539999306, 1035810.7383999974 200365.99400000274, 1035818.9143999964 200373.70059999824))"
Q042016019A00,SIDEWALK CONSTRUCTION PERMIT,REPAIR SIDEWALK,ACTIVE,01/19/2016,02/17/2016,150-62,VILLAGE ROAD,BEND,BEND,NEW YORK PLUMBING-HEATING-COOLING CORP., REPAIR SIDEWALK IN FRONT OF ADDRESS,"MULTILINESTRING ((1037417.0082000047 200472.98839999735, 1037244.8923999965 200551.13459999859, 1036921.3706 200537.60240000486, 1036917.5664000064 200515.7675999999, 1036908.2877999991 200492.72360000014, 1036892.8969999999 200471.00439999998), (1035777.3067999929 200370.27879999578, 1035786.6309999973 200364.01240000129, 1035798.9210000038 200362.15539999306, 1035810.7383999974 200365.99400000274, 1035818.9143999964 200373.70059999824))"
Q022016048A74,BUILDING OPERATION PERMIT,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV,ACTIVE,02/17/2016,05/16/2016,1814,BLEECKER STREET,ONDERDONK AVENUE,SENECA AVENUE,PRESTIGE CONSTRUCTION NY LLC, ,"LINESTRING (1008816.2494000047 196139.97879999876, 1009072.505400002 196470.44079999626)"
Q022016048A73,BUILDING OPERATION PERMIT,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV,ACTIVE,02/17/2016,05/16/2016,1814,BLEECKER STREET,ONDERDONK AVENUE,SENECA AVENUE,PRESTIGE CONSTRUCTION NY LLC, ,"LINESTRING (1008816.2494000047 196139.97879999876, 1009072.505400002 196470.44079999626)"
Q022016048A72,BUILDING OPERATION PERMIT,OCCUPANCY OF SIDEWALK AS STIPULATED,ACTIVE,02/17/2016,05/16/2016,1814,BLEECKER STREET,ONDERDONK AVENUE,SENECA AVENUE,PRESTIGE CONSTRUCTION NY LLC, ,"LINESTRING (1008816.2494000047 196139.97879999876, 1009072.505400002 196470.44079999626)"
Q022016048A71,BUILDING OPERATION PERMIT,PLACE CONTAINER ON THE STREET,ACTIVE,02/17/2016,05/16/2016,1814,BLEECKER STREET,ONDERDONK AVENUE,SENECA AVENUE,PRESTIGE CONSTRUCTION NY LLC, ,"LINESTRING (1008816.2494000047 196139.97879999876, 1009072.505400002 196470.44079999626)"
Q022016048A70,BUILDING OPERATION PERMIT,OCCUPANCY OF ROADWAY AS STIPULATED,ACTIVE,02/17/2016,05/16/2016,1814,BLEECKER STREET,ONDERDONK AVENUE,SENECA AVENUE,PRESTIGE CONSTRUCTION NY LLC, ,"LINESTRING (1008816.2494000047 196139.97879999876, 1009072.505400002 196470.44079999626)"
Q022016048A69,BUILDING OPERATION PERMIT,CROSSING SIDEWALK,ACTIVE,02/17/2016,05/16/2016,1814,BLEECKER STREET,ONDERDONK AVENUE,SENECA AVENUE,PRESTIGE CONSTRUCTION NY LLC, ,"LINESTRING (1008816.2494000047 196139.97879999876, 1009072.505400002 196470.44079999626)"
Q022016048A68,BUILDING OPERATION PERMIT,PLACE MATERIAL ON STREET,ACTIVE,02/17/2016,05/16/2016,1814,BLEECKER STREET,ONDERDONK AVENUE,SENECA AVENUE,PRESTIGE CONSTRUCTION NY LLC, ,"LINESTRING (1008816.2494000047 196139.97879999876, 1009072.505400002 196470.44079999626)"
Q022016048A67,BUILDING OPERATION PERMIT,PLACE CONTAINER ON THE STREET,ACTIVE,02/17/2016,03/16/2016,35-03, 166 STREET,  35 AVENUE,CROCHERON AVENUE,TRI STATE DISMANTLING CORP., ,"LINESTRING (1039774.2016000003 218100.73800000548, 1039691.3014000058 217295.47720000148)"
Q022016048A66,BUILDING OPERATION PERMIT,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV,ACTIVE,02/17/2016,05/09/2016,14-35,BROADWAY,  14 STREET,  21 STREET,DK BUILDERS GROUP INC, New Building ,"LINESTRING (1002635.7600000054 218464.53000000119, 1003016.7238000035 218188.66120000184, 1003172.0286000073 218075.77099999785)"
Q022016048A65,BUILDING OPERATION PERMIT,OCCUPANCY OF SIDEWALK AS STIPULATED,ACTIVE,02/17/2016,05/09/2016,14-35,BROADWAY,  14 STREET,  21 STREET,DK BUILDERS GROUP INC, New Building ,"LINESTRING (1002635.7600000054 218464.53000000119, 1003016.7238000035 218188.66120000184, 1003172.0286000073 218075.77099999785)"
Q022016048A64,BUILDING OPERATION PERMIT,SHUNTS- OVERHEAD ONLY,ACTIVE,02/17/2016,05/17/2016,103-01,METROPOLITAN AVENUE,  71 DRIVE,  71 ROAD,CONSOLIDATED EDISON, QE16501105 TO PROVIDE TEMP SERVICE,"LINESTRING (1025842.6682000011 198101.054399997, 1026097.0409999937 198049.44679999352)"
Q022016048A63,BUILDING OPERATION PERMIT,SHUNTS- OVERHEAD ONLY,ACTIVE,02/17/2016,05/17/2016,60-35,  55 STREET,FLUSHING AVENUE,NURGE AVENUE,CONSOLIDATED EDISON, QE16005678 TO PROVIDE TEMP SERVICE,"LINESTRING (1008614.8390000015 200078.57660000026, 1008626.7287999988 200069.36720000207, 1008651.3120000064 200050.32860000432, 1008907.8830000013 199851.625)"
Q022016048A62,BUILDING OPERATION PERMIT,SHUNTS- OVERHEAD ONLY,ACTIVE,02/17/2016,05/17/2016,59-21,MENAHAN STREET,BEND,FOREST AVENUE,CONSOLIDATED EDISON, ,"LINESTRING (1011239.0856000036 198125.90659999847, 1011197.6324000061 198146.73659999669, 1010658.6964000016 197958.74819999933, 1010617.6563999951 197944.53880000114, 1010577.9583999962 197926.11380000412, 1010540.2386000007 197903.68600000441, 1010505.0877999961 197877.61319999397, 1010473.0046000034 197848.34160000086)"
Q022016048A61,BUILDING OPERATION PERMIT,SHUNTS- OVERHEAD ONLY,ACTIVE,02/17/2016,05/17/2016,150-03,BAYSIDE AVENUE, 150 PLACE, 150 STREET,CONSOLIDATED EDISON, QE16005965 TO PROVIDE TEMP SERV,"LINESTRING (1035254.1351999938 220413.0136000067, 1035528.9642000049 220422.99060000479)"
Q022016048A60,BUILDING OPERATION PERMIT,SHUNTS- OVERHEAD ONLY,ACTIVE,02/17/2016,05/17/2016,89-30, 146 STREET,  89 AVENUE,JAMAICA AVENUE,CONSOLIDATED EDISON, ,"LINESTRING (1037015.4801999927 195666.3939999938, 1037244.0655999929 195024.43659999967)"
Q022016048A59,BUILDING OPERATION PERMIT,PLACE MATERIAL ON STREET,ACTIVE,02/17/2016,03/17/2016,89-30, 117 STREET,  14 ROAD,  15 AVENUE,CONSOLIDATED EDISON, P15-07900-000Q-P4/205,"LINESTRING (1025691.8317999989 225208.50259999931, 1025702.9704000056 224959.85140000284)"
Q022016048A58,BUILDING OPERATION PERMIT,PLACE MATERIAL ON STREET,ACTIVE,02/17/2016,03/17/2016,89-30,  15 AVENUE, 114 STREET, 117 STREET,CONSOLIDATED EDISON, MATERIAL STORAGE/537/P15-0799-QP17,"LINESTRING (1024913.9233999997 224919.7826000005, 1025702.9704000056 224959.85140000284)"
Q022016048A57,BUILDING OPERATION PERMIT,OCCUPANCY OF SIDEWALK AS STIPULATED,ACTIVE,02/17/2016,03/15/2016,89-30,  65 STREET,LAUREL HILL BOULEVARD,QUEENS BOULEVARD,BEST WORK INC., ,"LINESTRING (1011802.8475999981 209262.14720000327, 1011799.5929999948 209241.46480000019, 1011794.1599999964 209206.94380000234, 1011741.2433999926 208870.62880000472, 1011738.0020000041 208740.99979999661)"
Q022016048A56,BUILDING OPERATION PERMIT,OCCUPANCY OF ROADWAY AS STIPULATED,ACTIVE,02/17/2016,03/15/2016,89-30,  65 STREET,LAUREL HILL BOULEVARD,QUEENS BOULEVARD,BEST WORK INC., ,"LINESTRING (1011802.8475999981 209262.14720000327, 1011799.5929999948 209241.46480000019, 1011794.1599999964 209206.94380000234, 1011741.2433999926 208870.62880000472, 1011738.0020000041 208740.99979999661)"
